Mints and references;Present day locality;Palm-tree evidence period barycenter;Palm-tree evidence period;Palm groves;Coinages;Date remains;Inflorescence;Leaves;Stems and charcoal;Pollen;Phytoliths;Texts and maps;Pottery;Wood paintings, papyri and scrolls;Jewelry, gold cups and seals;Rock and Wall painting and mosaic;Sculpture (stone, bronze and wood);References;Taxa;Latitude;Longitude;Altitude;a10
Samnu;Sammu, C Libya;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;27,27163056;14,90271111;415;4150
Farwa Island;Farwa Island, NW Libya;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;33,10668333;11,73960000;0;0
Tesawah;Tesawah, C Libya;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;26,08734167;13,49405000;469;4690
Gadamis;Gadamis, C Libya;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;30,13345278;9,50075556;339;3390
Ghat;Ghat, S Libya;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;24,96426667;10,17268056;680;6800
Derna;Derna, N Libya;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;32,76364444;22,65069167;7;70
Janzour;Janzour, Tripoli, N Libya;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;32,79666667;12,95194444;25;250
Feewat;Feewat - Fewet, Wadi Tanezzuft, Ghat, Libya;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;24,95255833;10,08074444;687;6870
Gaberoun;Gaberoun, Wadi Al Hayaa, Libya;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;26,80350278;13,53485556;448;4480
Tarhunah;Tarhunah, Libya;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;32,43888889;13,63797500;403;4030
Bzima (Buzaymah Oasis, Kufra Region);Bzima (Kufrah), Libya de palmiers ;2018 AD;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;24,88198333;22,05396389;303;3030
Waddan (Al Jufrah);Waddan (Al Jufrah), Libya de palmiers produisant des dattes molles et douceatre;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;29,16663333;16,14388611;252;2520
Palermo;Palermo, Sicily;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;38,11238889;13,35530000;33;330
Palermo;Palermo, Sicily;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;38,11238889;13,35530000;33;330
Marsala;Marsala, Sicily;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;37,85727778;12,48388333;5;50
Messina;Messina, Sicily;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;38,17529167;15,54392222;28;280
Capo Mulini;Via Montevago, Capomulini, Acireale, Catania, Sicily;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;37,57713889;15,16692500;35;350
Syracuse;Syracuse, Sicily;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;37,06406111;15,29308611;13;130
Cagliari;Cagliari, Sardinia;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;39,21213611;9,12392222;7;70
Rome;Villa Torlonia, Rome, Italy;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;41,91415278;12,51228333;21;210
Bordighera;Bordighera, Italy;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;43,78630000;7,68028889;32;320
Genova;Genova, Italy;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;44,39886111;8,93613333;39;390
Qumran;Qumran oasis, Palestine, West Bank;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;31,74153889;35,45911111;-330;-3300
Zubaydat;Zubaydat, Palestine, West Bank;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;32,17278333;35,53046111;-264;-2640
Jericho;Jericho, Palestine, West Bank;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;31,85669722;35,46075000;-281;-2810
Ein Gedi, Judaea;Ein Gedi, Israel;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;31,45152222;35,38217500;-281;-2810
Capernaum;Capernaum, Israel;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;32,88074444;35,57470278;-205;-2050
Eilat, Judaea;Eilat, Israel;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;29,56312778;34,97501944;13;130
Hyeres;Hyeres, France;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;43,12169167;6,13256389;41;410
Hyeres;Hyeres, France;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;43,12169167;6,13256389;41;410
Toulon;Toulon, France;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;43,10843056;5,94586111;13;130
Menton;Menton, France;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;43,78426389;7,51714444;6;60
Nice;Nice, France;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;43,69568056;7,26799444;1;10
Calhau;Calhau, Sao Vicente, Cabo Verde;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P atlantica;16,85293056;-24,86727222;6;60
Carretera de Calhau;Mindelo, Sao Vicente, Cabo Verde;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P atlantica;16,85000000;-24,96666667;21;210
Mindelo;Mindelo, Sao Vicente, Cabo Verde;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P atlantica;16,88333333;-24,96666667;21;210
Praia Baixa;Praia Baixo, Sao Tiago, Cabo Verde;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P atlantica;15,08760000;-23,49196389;8;80
Praia;Praia, Sao Tiago, Cabo Verde;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P atlantica;14,90743056;-23,52143333;20;200
Espargos;Espargos, Sal, Cabo Verde;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P atlantica;16,75583333;-22,93861111;50;500
Pedra Badejo;Between Achada Facenda and Pedra Badejo, Fields near the sea with Cocos and Phoenix plantations, Sao Tiago, Cape verde;2019 AD;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;15,12899167;-23,53235556;9;90
Rabil;Along the rambla, Near Rabil, Boa Vista, Cape verde;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;16,12821389;-22,88453056;13;130
Praia de Chaves;Along the Beach, Near Chaves, Boa Vista, Cape verde;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;16,16347500;-22,92138889;1;10
Touba;palm trees in very good vegetative state still exist in the residence of the sheikh of Touba, in the Great Mosque of Touba;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Salah 2015;P dactylifera;14,86333333;-15,86916667;46;460
Diourbel;at Diourbel date palm is present in the city, An old introduction was made by the caliph of Touba, Senegal;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Salah 2015;P dactylifera;14,65694444;-16,22944444;10;100
Keur Momar Sarr;an experimental plot was established and equiped byt the Israeli organization IPALAC and the USAID, Senegal;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Salah 2015;P dactylifera;15,92583333;-15,96333333;8;80
Richard Toll;introduced date plams are present in and old ISRA station at Richard Toll, Senegal;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Salah 2015;P dactylifera;16,46083333;-15,68888889;8;80
Saint Louis;date plams are present in Saint Louis, Senegal;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Salah 2015;P dactylifera;16,02666667;-16,47444444;2;20
Bakel;Bakel, along the banks of the Dagana River;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Salah 2015;P dactylifera;14,91083333;-12,46277778;28;280
Ngaparou;Ngaparou, Senegal;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;14,47763889;-17,05496111;9;90
Dakar;Dakar, Senegal;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;14,75000000;-17,31575000;3;30
Lisboa;Lisboa, Portugal;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;38,71817778;-9,14916667;59;590
Ponta Sao Lourenço;Ponta Sao Lourenço, Caniçal, Machico, Madira, Portugal;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;32,74861111;-16,70805556;100;1000
Wadi Attun hot springs;Wadi Attun hot springs, Madaba, Jordan;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;31,55427778;35,56452778;-254;-2540
Wadi Ghuweir;Wadi Ghuweir, Jordan;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;30,61633056;35,53535278;472;4720
Wadi Weidaa;Wadi Weidaa, Jordan;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;31,24195278;35,57809722;-19;-190
Wadi Hasa;Wadi Hasa, Jordan;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;30,98033333;35,67469722;261;2610
Wadi Khashabah;Wadi Khashabah, Jordan;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;31,57805000;35,56144722;-295;-2950
Wadi Ad Dab'i;Wadi Ad Dab'i, Jordan;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;31,54450000;35,56201667;-306;-3060
Wadi Al-Hidan;Wadi Al-Hidan, Jordan;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;31,44486667;35,61446389;-252;-2520
Madaba;Madaba, Jordan;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;31,54496667;35,56274444;-320;-3200
Manama;Manama, Bahrein;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;26,22027778;50,59583333;5;50
Borno;Borno, Nigeria;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Blench 1997;P dactylifera;11,51239167;12,97801111;353;3530
Adamawa;Adamawa, Nigeria;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Blench 1997;P dactylifera;9,32605556;12,45048889;169;1690
Bauchi;Bauchi, Nigeria;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Blench 1997;P dactylifera;10,31729722;9,84483889;631;6310
Fika;Fika, Yobe, Nigeria;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Blench 1997;P dactylifera;11,28801111;11,30846389;382;3820
Turbat;"""Muzafati"", Baluchistan, 30000 Ha Pakistan, Palm orchards";2010 AD;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Abul-Soad 2011;P dactylifera;26,00861111;63,03833333;137;1370
Panjgoor (Panjgur) ;Baluchistan, 20000 Ha, Pakistan, Palm orchards;2010 AD;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Abul-Soad 2011;P dactylifera;26,98750000;64,11769167;984;9840
Hamun-e-Mushkale (Hamun-e-Mashkel);Desert areas of Baluchistan, Pakistan, plantations to the south west of a seasonal lake;2010 AD;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Abul-Soad 2011;P dactylifera;28,22472222;62,66361111;523;5230
Khairpur;Sindh, Pakistan;2010 AD;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Abul-Soad 2011;P dactylifera;27,53888889;68,74805556;61;610
Sukkur;Sindh, Pakistan;2010 AD;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Abul-Soad 2011;P dactylifera;27,67777778;68,87092222;62;620
Muzaffar Ghar;Punjab, Pakistan;2010 AD;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Abul-Soad 2011;P dactylifera;30,09444444;71,18750000;119;1190
Jhang;"""Halawy"", Punjab, Pakistan";2010 AD;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Abul-Soad 2011;P dactylifera;31,27333333;72,32694444;157;1570
Multan;Punjab, Pakistan;2010 AD;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Abul-Soad 2011;P dactylifera;30,14277778;71,46222222;121;1210
Dera Ghazi Khan;Punjab, Pakistan;2010 AD;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Abul-Soad 2011;P dactylifera;30,02250000;70,64027778;120;1200
Dera Ismail Khan;"""Dhakki"", Khyber Pakhtunkhwa, 1400 Ha, Pakistan";2010 AD;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Abul-Soad 2011;P dactylifera;31,84333333;70,89416667;179;1790
Salerno;Giardini della Minerva, palmera joven con tronco de unos 70 cm, palmas azuladas fotografiado durante nuestra visita;2016 AD;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;40,68111111;14,75361111;56;560
Pompeii;Zonas de la excavación, numerosas palmeras canarias jóvenes casi sin tronco, asilvestradas junto a ejemplares plantados de cerca de 100 años  fotografiado durante nuestra visita;2016 AD;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;40,75083333;14,48632500;36;360
Pompeii;Jardines junto a la basílica de Na Sa del Rosario, Denso grupo de P, reclinata,  fotografiado durante nuestra visita;2016 AD;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P reclinata;40,75083333;14,48632500;36;360
Pompeii;Jardines junto a la basílica de Na Sa del Rosario, ejemplares aislados de P, theophrasti;2016 AD;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;40,75083333;14,48632500;36;360
Capri;Giardini di Augusto, varias palmeras canarias jóvenes medio asilvestradas y un ejemplar de unos 80 años, fotografiado durante nuestra visita;2016 AD;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;40,54750000;14,24361111;120;1200
Jumilla;Cuatro palmeras grandes de unos 100 años en unos jardines cerca del ayuntamiento (Plaza de la Constitución), fotografiado durante nuestra visita;2016 AD;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;38,47472222;-1,33111111;507;5070
Positano;Jardín particular junto al puerto, Una palmera con tronco de un metro y medio a dos, fotografiado durante nuestra visita;2016 AD;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;40,62805556;14,48611111;35;350
Benicarló;Numerosas palmeras plantadas, con unos 40 años, en una urbanización y en hoteles;2016 AD;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;40,42277778;0,43750000;5;50
Peñíscola;Numerosas palmeras plantadas, con unos 80 años, al pie del castillo del Papa Luna;2016 AD;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;40,36000000;0,40750000;7;70
Marina di Ragusa;Numerosas palmeras plantadas,   a lo largo de la playa en la arena, junto al lungomare Andrea Doria, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;36,78222222;14,55750000;3;30
Cefalù;Numerosas palmeras plantadas, algunas parecen híbridos con P, canariensis, en la plaza frente a la catedral SS Salvatore;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;38,03972222;14,02250000;23;230
Granada;Palmeras plantadas, P, dactylifera y P, canariensis, en plaza de la Romanilla;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;37,17506111;-3,60519444;677;6770
Granada;Palmeras plantadas, P, dactylifera y P, canariensis, en plaza de la Romanilla;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;37,17506111;-3,60519444;677;6770
Granada;Palmeras plantadas, P, canariensis, en el Hospital Real;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;37,17506111;-3,60519444;677;6770
Agrigento;Palmeras plantadas, algunas parecen híbridos con P, canariensis, en el hotel villa Athena junto al Valle de los Templos;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;37,29138889;13,59166667;85;850
Trapani;Palmeras plantadas, numerosas a lo largo de la Via Alessandro Mazzoni, a ambos lados, Foto durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;38,02138889;12,56138889;10;100
Cefalù;Numerosas palmeras plantadas, frente al ayuntamiento una es P, canariensis de unos 90 años, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;38,03972222;14,02250000;23;230
Ragusa Ibla;Palmeras plantadas, plaza cerca de S Vito, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;36,92527778;14,74555556;397;3970
Ragusa Ibla;Palmeras plantadas en el Giardino Ibleo, en alineación a lo largo de un camino que conduce a la Chiesa di S Giacomo, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;36,92527778;14,74555556;397;3970
Ragusa Ibla;Palmeras plantadas en el Giardino Ibleo, aisladas, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;36,92527778;14,74555556;397;3970
Noto;Palmeras plantadas en jardines junto al Corso Vittorio Emmanuele, varias parecen taladas ¿picudo?, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;36,88944444;15,07472222;108;1080
Siracusa;Palmeras plantadas en la Riva Garibaldi, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;37,06416667;15,29305556;13;130
Siracusa;Palmeras plantadas en el Tempio di Apollo, de unos 60 años, forman un grupo de 6 con chupones y a unos metros alguna aislada, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;37,06416667;15,29305556;13;130
Marsala;Palmeras plantadas en el sitio arqueológico de Lilybaeum, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;37,85727778;12,48388333;5;50
Marsala;Palmeras plantadas junto al mar en las proximidades del sitio arqueológico de Lilybaeum, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;37,85727778;12,48388333;5;50
Mozia;Palmeras plantadas en los jardines, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;37,86611111;12,47055556;5;50
Modica;Palmeras plantadas en Piazza Principe di Napoli, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;36,85916667;14,76083333;304;3040
Piazza Armerina;Palmeras plantadas en el sitio arqueológico de la Villa del Casale, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;37,36500000;14,33416667;541;5410
Palermo;Palmeras plantadas en el Orto Botanico, algunas de 120 años, junto a la estación de ferrocarril, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;38,11238889;13,35530000;33;330
Palermo;Palmeras plantadas en el Orto Botanico,  junto a la estación de ferrocarril, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P reclinata;38,11238889;13,35530000;33;330
Palermo;Palmeras plantadas en el Orto Botanico, algunas de unos 90 años, junto a la estación de ferrocarril, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;38,11238889;13,35530000;33;330
Palermo;Palmeras plantadas el el jardín anexo al Orto Botanico, algunas de unos 140 años (P, c, porphyrococca), Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;38,11238889;13,35530000;33;330
Palermo;Palmeras plantadas el Giardino Garibaldi, algunas de unos 160 años (P, canariensis), Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;38,11238889;13,35530000;33;330
Ronda;Numerosas palmeras canarias en las calles y jardines de la ciudad vieja y en las proximidades del parador y de la plaza de toros;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;36,74361111;-5,16722222;714;7140
Mahón;Numerosas palmeras en las calles y jardines de la ciudad vieja;2017 AD;2017;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;39,88916667;4,26555556;28;280
La Alcudia de Elche;Palmeral extensamente atacado de picudo, frente al yacimiento arqueológico, Fotografiado durante la visita;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;38,23916667;-0,69472222;53;530
Athens;Numerosas palmeras canarias en las calles y jardines de la ciudad vieja, Cabe destacar el ejemplar de P, cycadifolia en los jardines del parlamento cerca del Zappeion;2017 AD;2017;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;37,97138889;23,71583333;66;660
Athens;Algunas palmeras en las calles y jardines de la ciudad vieja, ;2017 AD;2017;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;37,97138889;23,71583333;66;660
Byblos;Algunas palmeras en diversos lugares del yacimiento;2017 AD;2017;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;34,12000000;35,64583333;20;200
Collodi;Algunas palmeras canarias en diversos lugares del jardín Villa Garzoni;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;43,90027778;10,65444444;133;1330
Livorno;Algunas palmeras canarias en diversos lugares del Museo di storia naturale del mediterraneo;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;43,53638889;10,31611111;11;110
Grosetto;Algunas palmeras canarias en diversosparques y jardines;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;42,76277778;11,11611111;12;120
Pisa;Algunas palmeras canarias en diversos lugares del Orto Botanico;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;43,71888889;1,39638889;6;60
Oviedo;Algunas palmeras canarias en diversos jardines de Oviedo;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;43,36305556;-5,85361111;235;2350
Béziers;Algunas palmeras canarias en diversos jardines de Béziers;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;43,33750000;3,22194444;39;390
Pazo de Mariñán;Algunas palmeras canarias en el Pazo de Mariñán;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;43,31694444;-8,21583333;10;100
Padrón;Algunas palmeras canarias en diversos jardines de Padrón;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;42,73861111;-8,65861111;9;90
Cambados;Algunas palmeras canarias en diversos jardines de Cambados;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;42,51638889;-8,78472222;4;40
La Toja;Algunas palmeras canarias en diversos jardines de La Toja;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;42,48416667;-8,84583333;4;40
Caldas de Reyes;Algunas palmeras canarias en diversos jardines de Caldas de Reyes;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;42,60416667;-8,64277778;24;240
Pontevedra;Algunas palmeras canarias en diversos jardines de Pontevedra;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;42,43166667;-8,64805556;21;210
Orense;Algunas palmeras canarias en el claustro de San Francisco de Orense;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;42,33694444;-7,86000000;184;1840
Gijón;Algunas palmeras canarias en diversos jardines de Gijón;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;43,54388889;-5,66416667;6;60
Candeleda;Algunas palmeras canarias en diversos jardines de Candeleda;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;40,15500000;-5,24083333;431;4310
Bailén;Algunas palmeras canarias en el Paseo de las Plameras de Bailén;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;38,09333333;-3,78083333;346;3460
Benalúa;Algunas palmeras canarias en el jardín del ayuntamiento, frente a la azucarera;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;37,34972222;-3,16888889;857;8570
Tarragona;Algunas palmeras canarias en diversos jardines de Tarragona;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;41,11250000;1,25444444;18;180
Tarragona;Algunas palmeras datileras en diversos jardines de Tarragona;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;41,11250000;1,25444444;18;180
Roma;Algunas palmeras canarias en diversos jardines de Roma;2013 AD;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;41,90666667;12,48194444;20;200
Roma;Algunas palmeras datileras en diversos jardines de Roma;2013 AD;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;41,90666667;12,48194444;20;200
