Mints and references;Present day locality;Palm-tree evidence period barycenter;Palm-tree evidence period;Palm groves;Coinages;Date remains;Inflorescence;Leaves;Stems and charcoal;Pollen;Phytoliths;Texts;Pottery;Wood paintings, papyri and scrolls;Jewelry, gold cups and seals;Rock and Wall painting and mosaic;Sculpture (stone, bronze and wood);References;Taxa;Latitude;Long Deg;Long Min;Long Seg;Longitude;Altitude;a10
Dush Oasis;Dush (Doush) Oasis, Western desert, Egypt;2005 AD;2005;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;24,57541111;30;42;6,92;30,70192222;62;620
Baris Oasis;Baris Oasis, Western desert, Egypt;2005 AD;2005;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;24,66621944;30;35;50,29;30,59730278;45;450
Faiyum;Faiyum, Egypt;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;29,32398333;30;51;6,13;30,85170278;21;210
Daraw;Daraw, Nile, Egypt;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;24,40630278;32;54;57,83;32,91606389;88;880
Nagaa Az Zanbaqah;Nile, Egypt;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;24,8076;32;53;35,52;32,8932;90;900
Aswan;Aswan, Nile, Egypt;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;23,98064167;32;53;50,54;32,89737222;183;1830
Arish;Arish beach, North Sinai Governorate, Egypt;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;31,13185833;33;45;48,14;33,76337222;11;110
Nuweiba;Nuweiba, S Sinai Governorate, Egypt;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;29,03984167;34;39;40,31;34,66119722;15;150
Dahab;Dahab, S Sinai Governorate, Egypt;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;28,51146944;34;30;56,57;34,51571389;13;130
Qnai oasis;Qnai oasis, S Sinai Governorate, Egypt;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;28,45103611;34;26;54,36;34,44843333;96;960
Sharm El-Sheik;Sharm El-Sheik, S Sinai Governorate, Egypt;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;27,91337778;34;19;43,02;34,32861667;10;100
El Torr;El Torr, S Sinai Governorate, Egypt;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;28,26608889;33;35;47,62;33,59656111;13;130
NW of El Torr;NW of El Torr, S Sinai Governorate, Egypt;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;28,29705556;33;33;32,93;33,55914722;7;70
Monastery of St. Catherine on Sinai;Monastery of St. Catherine on Sinai;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;28,55972222;33;56;46;33,94611111;1580;15800
Wadi Feiran;Wadi Feiran. Road to S. Cathrine, S Sinai Governorate, Egypt;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;28,70420278;33;38;46,37;33,64621389;663;6630
SE of Ras Sedr;SE of Ras Sedr, N Sinai Governorate, Egypt;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;29,55704167;32;45;5,27;32,75146389;14;140
NE of Suez;NE of Suez, N Sinai Governorate, Egypt;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;30,00258611;32;33;38,6;32,56072222;6;60
Ayn-Manawir;Ayn-Manawir Tombe , Egypt;2004 AD;2004;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;24,56894444;30;42;16,09;30,70446944;71;710
Luxor;Luxor, Egypt;2004 AD;2004;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;25,689425;32;39;17,61;32,65489167;80;800
Rosetta (Rashid);Rosetta (Rashid), Egypt);2004 AD;2004;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;31,40333333;30;24;28,29;30,40785833;5;50
Tumbus;Nile, Sudan;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;19,700025;30;23;45,83;30,39606389;222;2220
Dongola;Nile, Sudan;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;19,16985833;30;28;30,08;30,47502222;229;2290
Al Goled;Nile, Sudan;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;18,48292222;30;40;38,17;30,67726944;236;2360
Sellenarti;Nile, Sudan;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;18,25524444;30;43;3,14;30,71753889;235;2350
Al Dabbah;Nile, Sudan;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;18,05228333;30;56;58,84;30,94967778;244;2440
Korti;Nile, Sudan;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;18,11013611;31;33;34,97;31,55971389;250;2500
Marawi;Nile, Sudan;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;18,52351667;31;49;44,05;31,82890278;253;2530
Berber;Nile, Sudan;2011 AD;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;18,01563056;33;59;10,69;33,98630278;350;3500
Ad Damar;Nile, Sudan;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;17,59183056;33;57;31,18;33,95866111;354;3540
El Himmedab;Nile, Sudan;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;17,35576111;33;47;39,1;33,79419444;354;3540
Kiteiyab;Nile, Sudan;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;17,17245556;33;43;1,87;33,71718611;356;3560
Kulb;Nile, Sudan;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;21,04815278;30;39;5,11;30,65141944;183;1830
Kassala;Atbara River, Sudan, scarce palms;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;15,44772222;36;23;26,59;36,39071944;509;5090
Sai Island;Wadi Halfa, Northern, Sudan;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;20,70870278;30;18;22,38;30,30621667;196;1960
Abu Hamed;Nile River island, Sudan, scarce palms;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;19,53025833;33;12;2,15;33,20059722;307;3070
Dar al-Manasir region;Nile River islands, Sudan, scarce palms;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;18,77738333;33;33;31,4;33,55872222;332;3320
Shiri island;Shiri, Nile River islands, Sudan, scarce palms;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;19,14395556;32;33;1,28;32,55035556;293;2930
Tarsus;Tarsus, Turkey;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;36,91685833;34;53;42,57;34,89515833;25;250
Datça N 1;Mugla, Turkey;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;36,79703611;27;57;4,76;27,95132222;134;1340
Datça N 2;Mugla, Turkey;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;36,78415;27;58;17,14;27,97142778;12;120
Datça S 1;Mugla, Turkey;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;36,76066111;27;57;16,39;27,95455278;17;170
Datça S 2;Mugla, Turkey;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;36,76258333;27;58;36,98;27,97693889;10;100
Datça S 3;Mugla, Turkey;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;36,75406111;27;56;41,47;27,94485278;30;300
Datça S 4;Mugla, Turkey;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;36,75258611;27;56;19,87;27,93885278;19;190
Datça S 5;Mugla, Turkey;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;36,76179444;27;55;44,18;27,92893889;273;2730
Koycegiz;Koycegiz, Mugla, Turkey;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;36,96668333;28;41;20,21;28,68894722;19;190
Bodrum;Mugla, Turkey;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;37,03333333;27;26;0;27,43333333;20;200
Finike;Kumluca, Antalya, Turkey;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;36,36666667;30;17;0;30,28333333;3;30
Fethiye;Fethiye, Turkey isolated urban gardens;2013 AD;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;36,651625;29;7;27,04;29,12417778;10;100
Antalya;Antalya, Turkey isolated urban orchards;2013 AD;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;36,94236944;30;41;17,59;30,68821944;31;310
Gölköy;Göltürbukbükü, Bodrum, Turkey;2013 AD;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;37,114525;27;23;55,22;27,39867222;3;30
Palaiochor;Palaiochor (SW), Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;35,22722222;24;12;36;24,21;0-5;#¡VALOR!
Frangokastello;Frangokastello, Chania, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;35,18166667;24;14;0;24,23333333;3;30
Plakias;Rethymno, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;35,2;24;54;31;24,90861111;3;30
Platanias;Gerani, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;35,5175;23;54;34;23,90944444;5;50
Martsalos Panagia;Saint cannyon-Martsalo (GR4310004), Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;34,93953889;24;46;18,02;24,77167222;89;890
"Iraklio, Malevizio, Gazi; NW of Gazi";"Iraklio, Malevizio, Gazi; NW of Gazi
10 m, 35°20'00''N, 25°03'07''E, stream bank with reeds and Phoenix, 11.5.2005.";2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;35,33428889;25;3;2,38;25,05066111;5;50
Vai, Lasithiou (Crete);P. Lasithiou: aesthetic forest Vai (GR4320009), Phoenix theophrasti Greuter, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;35,25527778;26;15;38;26,26055556;0-15;#¡VALOR!
Preveli, Rethimno (Crete);P.Rethimno: 9 Moni Preveli (GR4330003), Phoenix theophrasti Greuter, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;35,15361111;24;28;23;24,47305556;2;20
Phoinikodasos, Agios Nikitas, Iraklion (Crete);Phoenix naturalized? Scattered young palms in shallow gully, main palm grove, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;34,96583333;25;14;54;25,24833333;10;100
Erimoupolis, Itanos, Lasithiou (Crete);Erimoupoli, Moni Toplou (GR4320006), Phoenix naturalized?, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;35,26388889;26;15;55;26,26527778;0-5;#¡VALOR!
Moni Toplou, Lasithiou (Crete);Phoenix cultivated and naturalized?, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;35,22138889;26;12;55;26,21527778;130;1300
Almiros potamos, Gkazi, Irakleion (Crete);P. Irakleion: Gkazi-Almiros (GR4310001), Phoenix naturalized?, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;35,33777778;25;2;51;25,0475;15;150
Martsalos Bay, Irakelion (Crete);Phoenix naturalized? In the slopes of the gorge, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;35,93027778;24;46;13;24,77027778;40;400
Stalis beach, Stalida, Irakleion (Crete);Stalida, Saint Nikitas-Tsoutsouras (GR4310005), Phoenix naturalized?, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;35,2925;25;26;14;25,43722222;0-10;#¡VALOR!
Finiki beach (near Agios Pavlos, Crete);Finiki, near Agios Pavlos, Rethymno, Phoenix naturalized?, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;35,10743333;24;34;25,15;24,57365278;69;690
Finikas beach (Crete);Phoenix naturalized?, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;35,2;24;4;21;24,0725;2;20
Ormou Plakia, Rethimno (Crete);Valley Phoenix west of ormou Plakia (GR4340012), Phoenix naturalized?, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;35,36494444;24;15;35,4;24,25983333;3;30
Souda, near Plakias (Crete);Phoenix cultivated and naturalized?, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;35,1925;24;22;4;24,36777778;3;30
Chryssoskalitisa, Chania (Crete);Chryssoskalitisa (GR4340002), Aspri Limni, Phoenix cultivated and naturalized among low phrygana, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;35,31111111;23;18;40;23,31111111;10;100
Drapano Georgoupolis (Crete);Drapano Georgoupolis (GR4340010), Phoenix naturalized?, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;35,36666667;24;15;35;24,25972222;2;20
Anafi;Anafi island, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;36,35081111;25;48;9,86;25,80273889;37;370
Klisidi Beach;Klisidi, Anafi island, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;36,34526667;25;46;37,21;25,77700278;17;170
Chalki Island;Chalki island, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;36,22310556;27;36;39,71;27,61103056;21;210
Vayonia beach;Vayoina beach, just N Palaia Epidauros, fotos de Phoenix dactylifera pero la llaman P. theophrastii var. epidaurus hay una plantación alineada a lo largo de la playa y unos ejemplares más viejor bordeando los olivares, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;37,64134167;23;9;31,78;23,15882778;8;80
Vayonia beach;Vayoina beach, just N Palaia Epidauros, fotos de Phoenix dactylifera pero la llaman P. theophrastii var. epidaurus hay una plantación alineada a lo largo de la playa y unos ejemplares más viejor bordeando los olivares, Crete, Greece;2012 AD;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;37,64134167;23;9;31,78;23,15882778;8;80
Vayonia beach;Vayoina beach, just N Palaia Epidauros, fotos de Phoenix dactylifera pero la llaman P. theophrastii var. epidaurus hay una plantación alineada a lo largo de la playa y unos ejemplares más viejor bordeando los olivares, Crete, Greece;2017 AD;2017;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P theophrasti;37,64134167;23;9;31,78;23,15882778;8;80
Vayonia beach;Vayoina beach, just N Palaia Epidauros, fotos de Phoenix dactylifera pero la llaman P. theophrastii var. epidaurus hay una plantación alineada a lo largo de la playa y unos ejemplares más viejor bordeando los olivares, Crete, Greece;2017 AD;2017;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P canariensis;37,64134167;23;9;31,78;23,15882778;8;80
Muweilah;Muweilah Area, Sharjah, United Arab Emirates;2003 AD;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;25,22013056;55;30;2,51;55,50069722;48;480
Al Ain (Abu Dhabi);Abu Dhabi, United Arab Emirates;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;24,2075;55;44;41;55,74472222;2;20
Al-Ain;Al-Ain, United Arab Emirates;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;24,95;55;20;0;55,33333333;3;30
Abu Dhabi;Abu Dhabi, United Arab Emirates;2002 AD;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;24,44843889;54;33;46,79;54,56299722;2;20
Keren;Keren, Eritrea;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;15,7788;38;27;5,76;38,4516;1400;14000
Ainsaba Valley;Ainsaba Valley, Eritrea;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;15,79455;38;28;15;38,47083333;1349;13490
Akordat, Gash-Barka;Akordat, Gash-Barka date palms isolated along the wadi ;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Panoramio;P dactylifera;15,55638889;37;52;59;37,88305556;596;5960
Bankoualé;Bankoualé, Djibouti;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;11,82;42;39;51,9;42,66441667;730;7300
Ambouli;The Somalian date palm production areas are Ambouli (Djibouti), Douda Gobad and Tajoura;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Salah 2015;P dactylifera;11,54361111;43;10;18;43,17166667;6;60
Douda;The Somalian date palm production areas are Ambouli, Douda (Djibouti), Gobad and Tajoura;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Salah 2015;P dactylifera;11,53333333;43;10;0;43,16666667;10;100
Asaita, Afambo;Asaita, Afambo, in Afar date palm farms;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Salah 2015;P dactylifera;11,56555556;41;25;57;41,4325;359;3590
Awash delta;Awash delta, in Afar date palm farms;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Salah 2015;P dactylifera;11,70972222;41;9;59;41,16638889;373;3730
Amhara, Lago Tana;Amhara, Lago Tana, Ethiopia;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;11,9;37;4;4;37,06777778;1840;18400
Dire Dawa;Dire Dawa, Ethiopia, escasas junto a las mezquitas;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;21,61;41;52;27,9;41,87441667;1173;11730
Mekele;Mekele, Tigray, Ethiopia, en las calles;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;21,61;39;28;17,78;39,47160556;2100;21000
Ereri Jelleho;Migiurtini coast, between Ereri Jelleho and Martisor Dinsai 31 May 1924 Puccioni and Stefanini 659 FT;1924 AD;1924;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Barrow 1998;P caespitosa;9,07;50;29;28;50,49111111;486;4860
Hamug;Hamur to Gombeia 36 June 1924 Puccioni and Stefanini 926 and 927 FT (Nogal bassin);1924 AD;1924;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Barrow 1998;P caespitosa;11,02333333;49;8;54;49,14833333;252;2520
Iskushuban;Iskushuban, c. 280 m, 7 July 1980 Gillet 23055 K;1980 AD;1980;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Barrow 1998;P caespitosa;10,28361111;50;14;0;50,23333333;277;2770
Halin Tug;Halin Tug, 26 Oct 1944 Glover and Gilliland 236 K;1944 AD;1944;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Barrow 1998;P caespitosa;9,086655556;48;37;12,61;48,62016944;627;6270
Karin;31 Km N of Carin, c. 17 km S of Bosaso 8 January 1973 Bally and Melville 15690 K;1973 AD;1973;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Barrow 1998;P caespitosa;10,98505278;49;13;9,56;49,21932222;320;3200
Between Bosaso and Karin;between Bosaso and Karin, 12 12 January 1995 Thulin et al. 9016 K, UPS;1995 AD;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Barrow 1998;P caespitosa;11,0925;49;10;57;49,1825;198;1980
Halin Tug;Halin, Sool, Somalia, Palm oasis, with scattered palms along wadi to the N of the settlement;2006 AD;2006;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;9,086655556;48;37;12,61;48,62016944;627;6270
Iskushuban;date plams are present in Iskushuban, Bari, Somalia;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Flicker;P dactylifera;10,28361111;50;14;0;50,23333333;277;2770
Ceerigaabo, Sanaag;Ceerigaabo oasis with date palms;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Panoramio;P dactylifera;10,61666667;47;22;9;47,36916667;1784;17840
Hamug;Hamug, oasis with date palms;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Panoramio;P dactylifera;11,02333333;49;8;54;49,14833333;252;2520
Bosaaso, Puntland;Bosaaso, city with isolated date palms;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Panoramio;P dactylifera;11,28527778;49;10;49;49,18027778;9;90
Biyo Kulule / Biya Kulule, Puntland;Biyo Kulule, oasis with date palms;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Panoramio;P dactylifera;11,24972222;49;16;3;49,2675;66;660
Xiis / Hees, Sanaag;Xiis/Hees, oasis with date palms;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Panoramio;P dactylifera;10,895;46;55;15;46,92083333;10;100
Laag, Wadi Dhaaca;Laag, oasis with date palms, Bari region, date palms and Livingstona;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Panoramio;P dactylifera;11,03194444;49;11;27;49,19083333;226;2260
Galgala;Galgala, Somalia, Palm oasis;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;10,9894;49;3;26,11;49,05725278;832;8320
Berbera wells / Dubar spring;Berbera wells, Somalia. Dubar spring with an Ottoman date palm plantation;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;10,34168611;45;3;7,63;45,05211944;181;1810
Karin;Karin, Somalia, Palm oasis Livistona + Phoenix;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;10,98505278;49;13;9,56;49,21932222;320;3200
Aussenkehr;Aussenkehr, plantations of date palm, 10 hectares, Namibia;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;-28,36111111;17;24;37;17,41027778;125;1250
Hardap;Hardap, plantations of date palm, Namibia;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;-24,53472222;15;55;40;15,92777778;1114;11140
Eersbegin farm;Eersbegin farm, plantations of medjool date palm, Namibia initiated in 1993;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Angala 2015;P dactylifera;-20,15944444;14;30;50;14,51388889;652;6520
Komsberg;Komsberg farm, medjool plantations Namibia;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Angala 2015;P dactylifera;-28,51277778;19;41;45;19,69583333;431;4310
Kleinbegin;Kleinbegin campsite farm, medjool plantations Namibia;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Angala 2015;P dactylifera;-27,97222222;19;1;20;19,02222222;859;8590
Naute farm;Naute farm, plantations of medjool date palm, Namibia launched in 2000;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;-26,93166667;17;55;28;17,92444444;703;7030
Klein Pella, Namaqualand;The Klein Pella date palm plantation in Namaqualand, South Africa;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;-28,90555556;18;59;46;18,99611111;303;3030
Kakamas;Kakamas date plantations South Africa;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;-28,7575;20;32;23;20,53972222;653;6530
Al Khoudh;Al Khoudh, Oman;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;23,56666667;58;7;0;58,11666667;105;1050
Nakhl;Nakhl, Oman;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;23,38333333;57;49;0;57,81666667;295;2950
Adjarawat;Adjarawat, Dhofar, Oman;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;16,86666667;53;42;45;53,7125;112;1120
Tawi Attayr;Tawi Attayr, Dhofar, Oman;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;17,05555556;54;36;54;54,615;330;3300
Al Batinah;Batinah coastal Area, Oman, 150 miles along the coast;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;23,93751389;57;8;53,21;57,14811389;6;60
Sarur;Sarur, Oman;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;23,36967778;58;6;52,37;58,11454722;294;2940
Nizwa;Nizwa, Oman;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;22,9356;57;31;27,84;57,5244;529;5290
Bisyah;Bisyah, Oman;2015 AD;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;22,75239722;57;13;24,34;57,22342778;433;4330
Wadi Surdud;Wadi Surdud, Muhafazat Sadah, Sanaa, Yemen;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P arabica;15,28204722;43;43;22,63;43,72295278;884;8840
Wadi Rijaf;Muhafazat Sadah, Sanaa, Yemen;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P arabica;16,92115556;43;12;3,36;43,20093333;686;6860
Djbel Bura;Djbel Bura, Yemen;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P arabica;14,94550556;43;34;1,66;43,56712778;1321;13210
Al Judaydah;Djbel Bura, Yemen;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;14,90646944;43;28;6,83;43,46856389;1259;12590
Najran;Najran, Yemen;2014 AD;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Observación;P dactylifera;17,49148611;44;7;58,53;44,132925;1309;13090
